Rank,Word,Occurences,Percentage,Cumulative%
4673,バブル,50,0.00266%,80.120%
4674,寄与,50,0.00266%,80.123%
4675,本国,50,0.00266%,80.126%
4676,出会い,50,0.00266%,80.128%
4677,アルファ,50,0.00266%,80.131%
4678,柱,50,0.00266%,80.134%
4679,ツイン,50,0.00266%,80.136%
4680,乗せる,50,0.00266%,80.139%
4681,民族,50,0.00266%,80.142%
4682,教室,50,0.00266%,80.144%
4683,仮定,50,0.00266%,80.147%
4684,サイクロン,50,0.00266%,80.150%
4685,字幕,50,0.00266%,80.152%
4686,部長,50,0.00266%,80.155%
4687,得票,50,0.00266%,80.158%
4688,観光,50,0.00266%,80.160%
4689,電話機,49,0.00260%,80.163%
4690,外伝,49,0.00260%,80.165%
4691,軍用機,49,0.00260%,80.168%
4692,体育館,49,0.00260%,80.171%
4693,ドコモ三,49,0.00260%,80.173%
4694,把握,49,0.00260%,80.176%
4695,最高位,49,0.00260%,80.178%
4696,読める,49,0.00260%,80.181%
4697,巡洋艦,49,0.00260%,80.184%
4698,大学生,49,0.00260%,80.186%
4699,旧来,49,0.00260%,80.189%
4700,輩出,49,0.00260%,80.191%
4701,できるごと,49,0.00260%,80.194%
4702,黒い,49,0.00260%,80.197%
4703,笑う,49,0.00260%,80.199%
4704,輸送車,49,0.00260%,80.202%
4705,瞳,49,0.00260%,80.205%
4706,日本武道館,49,0.00260%,80.207%
4707,動員,49,0.00260%,80.210%
4708,カスタマイズ,49,0.00260%,80.212%
4709,落ち着く,49,0.00260%,80.215%
4710,最長,49,0.00260%,80.218%
4711,麻,49,0.00260%,80.220%
4712,ヘッダ,49,0.00260%,80.223%
4713,無理,49,0.00260%,80.225%
4714,身長,49,0.00260%,80.228%
4715,戦果,49,0.00260%,80.231%
4716,控える,49,0.00260%,80.233%
4717,締結,49,0.00260%,80.236%
4718,公式戦,49,0.00260%,80.238%
4719,イースト,49,0.00260%,80.241%
4720,亮,49,0.00260%,80.244%
4721,他人,49,0.00260%,80.246%
4722,落下,49,0.00260%,80.249%
4723,仕掛ける,49,0.00260%,80.251%
4724,回す,49,0.00260%,80.254%
4725,機密,49,0.00260%,80.257%
4726,乗車,49,0.00260%,80.259%
4727,隣,49,0.00260%,80.262%
4728,特撮,49,0.00260%,80.264%
4729,デンマーク,49,0.00260%,80.267%
4730,それなり,49,0.00260%,80.270%
4731,貴,49,0.00260%,80.272%
4732,第弾,49,0.00260%,80.275%
4733,カンパニー,49,0.00260%,80.277%
4734,低いさ,49,0.00260%,80.280%
4735,警備艇,49,0.00260%,80.283%
4736,主題,49,0.00260%,80.285%
4737,年飛行,49,0.00260%,80.288%
4738,マル,49,0.00260%,80.290%
4739,監督パ,49,0.00260%,80.293%
4740,補強,49,0.00260%,80.296%
4741,台数,49,0.00260%,80.298%
4742,トラクター,49,0.00260%,80.301%
4743,スクール,49,0.00260%,80.303%
4744,備わる,49,0.00260%,80.306%
4745,レッズ,49,0.00260%,80.309%
4746,望ましい,49,0.00260%,80.311%
4747,上場,49,0.00260%,80.314%
4748,禁じる,49,0.00260%,80.316%
4749,駅前,49,0.00260%,80.319%
4750,静的,49,0.00260%,80.322%
4751,直列,49,0.00260%,80.324%
4752,トム,49,0.00260%,80.327%
4753,パイオニア,49,0.00260%,80.329%
4754,世論,49,0.00260%,80.332%
4755,議席,49,0.00260%,80.335%
4756,耳,49,0.00260%,80.337%
4757,乗,49,0.00260%,80.340%
4758,メタル,49,0.00260%,80.342%
4759,適当,49,0.00260%,80.345%
4760,交互,49,0.00260%,80.348%
4761,ボーカリスト,49,0.00260%,80.350%
4762,抗原,49,0.00260%,80.353%
4763,紅白,49,0.00260%,80.355%
4764,ボストン,49,0.00260%,80.358%
4765,認可,49,0.00260%,80.361%
4766,変身,49,0.00260%,80.363%
4767,アンコール,49,0.00260%,80.366%
4768,ガラス,49,0.00260%,80.368%
4769,辞任,48,0.00255%,80.371%
4770,結論,48,0.00255%,80.374%
4771,踏まえる,48,0.00255%,80.376%
4772,収入,48,0.00255%,80.379%
4773,全豪オープン,48,0.00255%,80.381%
4774,クラッチ,48,0.00255%,80.384%
4775,周期,48,0.00255%,80.386%
4776,スマート,48,0.00255%,80.389%
4777,昼間,48,0.00255%,80.391%
4778,トランジスタ,48,0.00255%,80.394%
4779,幹部,48,0.00255%,80.397%
4780,性的,48,0.00255%,80.399%
4781,影響力,48,0.00255%,80.402%
4782,進展,48,0.00255%,80.404%
4783,報じる,48,0.00255%,80.407%
4784,贈る,48,0.00255%,80.409%
4785,列挙,48,0.00255%,80.412%
4786,促進,48,0.00255%,80.414%
4787,訂正,48,0.00255%,80.417%
4788,製品化,48,0.00255%,80.419%
4789,地震,48,0.00255%,80.422%
4790,炭素,48,0.00255%,80.425%
4791,欠ける,48,0.00255%,80.427%
4792,点灯,48,0.00255%,80.430%
4793,死後,48,0.00255%,80.432%
4794,来日,48,0.00255%,80.435%
4795,蓄積,48,0.00255%,80.437%
4796,実態,48,0.00255%,80.440%
4797,炎,48,0.00255%,80.442%
4798,不利,48,0.00255%,80.445%
4799,否定的,48,0.00255%,80.448%
4800,ブルース,48,0.00255%,80.450%
4801,得失点差,48,0.00255%,80.453%
4802,数学,48,0.00255%,80.455%
4803,いたる,48,0.00255%,80.458%
4804,三菱重工業,48,0.00255%,80.460%
4805,オムニバス,48,0.00255%,80.463%
4806,拍子,48,0.00255%,80.465%
4807,達川,48,0.00255%,80.468%
4808,トロ,48,0.00255%,80.470%
4809,女神,48,0.00255%,80.473%
4810,数少ない,48,0.00255%,80.476%
4811,ビン,48,0.00255%,80.478%
4812,チリ,48,0.00255%,80.481%
4813,精力的,48,0.00255%,80.483%
4814,近づく,48,0.00255%,80.486%
4815,ラリー,48,0.00255%,80.488%
4816,短調,48,0.00255%,80.491%
4817,取り組む,48,0.00255%,80.493%
4818,ジョンソン,48,0.00255%,80.496%
4819,モデム,48,0.00255%,80.499%
4820,ダメージ,48,0.00255%,80.501%
4821,レール,48,0.00255%,80.504%
4822,先立つ,48,0.00255%,80.506%
4823,貞治,48,0.00255%,80.509%
4824,ストレート,48,0.00255%,80.511%
4825,雲,48,0.00255%,80.514%
4826,交える,48,0.00255%,80.516%
4827,加入者,48,0.00255%,80.519%
4828,上限,48,0.00255%,80.521%
4829,工程,48,0.00255%,80.524%
4830,ホークス,48,0.00255%,80.527%
4831,全般,48,0.00255%,80.529%
4832,農業,48,0.00255%,80.532%
4833,沿岸,48,0.00255%,80.534%
4834,ボルト,48,0.00255%,80.537%
4835,コックピット,48,0.00255%,80.539%
4836,書き換える,48,0.00255%,80.542%
4837,起点,48,0.00255%,80.544%
4838,案内,48,0.00255%,80.547%
4839,有志,48,0.00255%,80.550%
4840,書き下ろす,48,0.00255%,80.552%
4841,型式,48,0.00255%,80.555%
4842,ヒット曲,48,0.00255%,80.557%
4843,消去,48,0.00255%,80.560%
4844,招待,48,0.00255%,80.562%
4845,勝ち越す,48,0.00255%,80.565%
4846,アントノフ,48,0.00255%,80.567%
4847,個性,48,0.00255%,80.570%
4848,載る,48,0.00255%,80.572%
4849,表側,48,0.00255%,80.575%
4850,後年,48,0.00255%,80.578%
4851,破損,48,0.00255%,80.580%
4852,切り替わる,48,0.00255%,80.583%
4853,奇妙,48,0.00255%,80.585%
4854,ぱちんこ,48,0.00255%,80.588%
4855,ナチス,48,0.00255%,80.590%
4856,実験的,48,0.00255%,80.593%
4857,中継局,48,0.00255%,80.595%
4858,東西,48,0.00255%,80.598%
4859,会見,48,0.00255%,80.600%
4860,近畿,47,0.00250%,80.603%
4861,総合的,47,0.00250%,80.605%
4862,青春,47,0.00250%,80.608%
4863,指標,47,0.00250%,80.610%
4864,順調,47,0.00250%,80.613%
4865,中島,47,0.00250%,80.615%
4866,アセンブリ,47,0.00250%,80.618%
4867,完璧,47,0.00250%,80.620%
4868,間に合う,47,0.00250%,80.623%
4869,報告書,47,0.00250%,80.625%
4870,直接的,47,0.00250%,80.628%
4871,書き換え,47,0.00250%,80.630%
4872,遊び,47,0.00250%,80.633%
4873,サイボーグ,47,0.00250%,80.635%
4874,カップ戦,47,0.00250%,80.638%
4875,騒音,47,0.00250%,80.640%
4876,要す,47,0.00250%,80.643%
4877,風景,47,0.00250%,80.645%
4878,プロファイル,47,0.00250%,80.648%
4879,小田,47,0.00250%,80.650%
4880,ラック,47,0.00250%,80.653%
4881,爆破,47,0.00250%,80.655%
4882,厚いさ,47,0.00250%,80.658%
4883,通常時,47,0.00250%,80.660%
4884,ジム,47,0.00250%,80.663%
4885,給油,47,0.00250%,80.665%
4886,ひゃくじゅう,47,0.00250%,80.668%
4887,数回,47,0.00250%,80.670%
4888,断片,47,0.00250%,80.673%
4889,想像,47,0.00250%,80.675%
4890,肩,47,0.00250%,80.678%
4891,改題,47,0.00250%,80.680%
4892,抽出,47,0.00250%,80.683%
4893,年代末,47,0.00250%,80.685%
4894,カタール,47,0.00250%,80.688%
4895,違法,47,0.00250%,80.690%
4896,ヒーロー,47,0.00250%,80.693%
4897,明示的,47,0.00250%,80.695%
4898,愛知県,47,0.00250%,80.698%
4899,電気的,47,0.00250%,80.700%
4900,監督セ,47,0.00250%,80.703%
4901,レフ,47,0.00250%,80.705%
4902,火曜,47,0.00250%,80.708%
4903,万部,47,0.00250%,80.710%
4904,エンターテインメント,47,0.00250%,80.713%
4905,トライ,47,0.00250%,80.715%
4906,工学,47,0.00250%,80.718%
4907,工作,47,0.00250%,80.720%
4908,造語,47,0.00250%,80.723%
4909,英雄,47,0.00250%,80.725%
4910,松坂,47,0.00250%,80.728%
4911,萌える,47,0.00250%,80.730%
4912,暗い,47,0.00250%,80.733%
4913,攻める,47,0.00250%,80.735%
4914,公募,47,0.00250%,80.738%
4915,ライオンズ,47,0.00250%,80.740%
4916,仲,47,0.00250%,80.743%
4917,世間,47,0.00250%,80.745%
4918,取締役,47,0.00250%,80.748%
4919,まれ,47,0.00250%,80.750%
4920,神話,47,0.00250%,80.753%
4921,バースト,47,0.00250%,80.755%
4922,精密,47,0.00250%,80.758%
4923,部数,47,0.00250%,80.760%
4924,一例,47,0.00250%,80.763%
4925,総額,47,0.00250%,80.765%
4926,皇帝,47,0.00250%,80.768%
4927,憧れる,47,0.00250%,80.770%
4928,薬物,47,0.00250%,80.773%
4929,マスク,47,0.00250%,80.775%
4930,欠場,47,0.00250%,80.778%
4931,チェリー,47,0.00250%,80.780%
4932,バイオ,47,0.00250%,80.783%
4933,マーケット,47,0.00250%,80.785%
4934,日立製作所,47,0.00250%,80.788%
4935,見直し,47,0.00250%,80.790%
4936,クラ,46,0.00244%,80.793%
4937,ミ,46,0.00244%,80.795%
4938,橋本,46,0.00244%,80.798%
4939,親しむ,46,0.00244%,80.800%
4940,下旬,46,0.00244%,80.802%
4941,主催者,46,0.00244%,80.805%
4942,ポスター,46,0.00244%,80.807%
4943,全面的,46,0.00244%,80.810%
4944,角度,46,0.00244%,80.812%
4945,座る,46,0.00244%,80.815%
4946,東ドイツ,46,0.00244%,80.817%
4947,置換,46,0.00244%,80.820%
4948,業績,46,0.00244%,80.822%
4949,極東,46,0.00244%,80.824%
4950,固体,46,0.00244%,80.827%
4951,広場,46,0.00244%,80.829%
4952,付録,46,0.00244%,80.832%
4953,契約者,46,0.00244%,80.834%
4954,巻く,46,0.00244%,80.837%
4955,改訂,46,0.00244%,80.839%
4956,地下鉄,46,0.00244%,80.842%
4957,目次,46,0.00244%,80.844%
4958,ピケ,46,0.00244%,80.846%
4959,先進的,46,0.00244%,80.849%
4960,アルコール,46,0.00244%,80.851%
4961,手紙,46,0.00244%,80.854%
4962,タッチ,46,0.00244%,80.856%
4963,総数,46,0.00244%,80.859%
4964,成り立つ,46,0.00244%,80.861%
4965,敬遠,46,0.00244%,80.864%
4966,砂漠,46,0.00244%,80.866%
4967,テクノ,46,0.00244%,80.868%
4968,アプローチ,46,0.00244%,80.871%
4969,解体,46,0.00244%,80.873%
4970,行う回目,46,0.00244%,80.876%
4971,主義者,46,0.00244%,80.878%
4972,日本軍,46,0.00244%,80.881%
4973,工房,46,0.00244%,80.883%
4974,オセアニア,46,0.00244%,80.886%
4975,隊長,46,0.00244%,80.888%
4976,千葉県,46,0.00244%,80.890%
4977,基調,46,0.00244%,80.893%
4978,ビクターエンタテインメント,46,0.00244%,80.895%
4979,負,46,0.00244%,80.898%
4980,受け付ける,46,0.00244%,80.900%
4981,裁判所,46,0.00244%,80.903%
4982,税,46,0.00244%,80.905%
4983,体内,46,0.00244%,80.908%
4984,各々,46,0.00244%,80.910%
4985,ひろ,46,0.00244%,80.912%
4986,シャシー,46,0.00244%,80.915%
4987,カプセル,46,0.00244%,80.917%
4988,あまり,46,0.00244%,80.920%
4989,一括,46,0.00244%,80.922%
4990,商業的,46,0.00244%,80.925%
4991,一瞬,46,0.00244%,80.927%
4992,生産型,46,0.00244%,80.930%
4993,三星,46,0.00244%,80.932%
4994,関連性,46,0.00244%,80.934%
4995,浮上,46,0.00244%,80.937%
4996,部下,46,0.00244%,80.939%
4997,蛍光,46,0.00244%,80.942%
4998,日後,46,0.00244%,80.944%
4999,アフター,46,0.00244%,80.947%
5000,無得点,46,0.00244%,80.949%
5001,レンタル,46,0.00244%,80.952%
5002,マリノス,46,0.00244%,80.954%
5003,弘,46,0.00244%,80.956%
5004,易い,46,0.00244%,80.959%
5005,黄金,46,0.00244%,80.961%
5006,カリフォルニア,45,0.00239%,80.964%
5007,外側,45,0.00239%,80.966%
5008,和音,45,0.00239%,80.968%
5009,アミノ酸,45,0.00239%,80.971%
5010,長崎,45,0.00239%,80.973%
5011,指数,45,0.00239%,80.976%
5012,辞書,45,0.00239%,80.978%
5013,メーター,45,0.00239%,80.980%
5014,グラビア,45,0.00239%,80.983%
5015,趣旨,45,0.00239%,80.985%
5016,着用,45,0.00239%,80.988%
5017,我々,45,0.00239%,80.990%
5018,概要,45,0.00239%,80.992%
5019,意義,45,0.00239%,80.995%
5020,デビュー後,45,0.00239%,80.997%
5021,聞こえる,45,0.00239%,81.000%
5022,中頃,45,0.00239%,81.002%
5023,ユニット名,45,0.00239%,81.004%
5024,アフガニスタン,45,0.00239%,81.007%
5025,否,45,0.00239%,81.009%
5026,福島,45,0.00239%,81.011%
5027,降りる,45,0.00239%,81.014%
5028,強,45,0.00239%,81.016%
5029,竹,45,0.00239%,81.019%
5030,羽根,45,0.00239%,81.021%
5031,泉,45,0.00239%,81.023%
5032,祭り,45,0.00239%,81.026%
5033,ダッシュ,45,0.00239%,81.028%
5034,他国,45,0.00239%,81.031%
5035,金額,45,0.00239%,81.033%
5036,ラス,45,0.00239%,81.035%
5037,乏しい,45,0.00239%,81.038%
5038,番組表,45,0.00239%,81.040%
5039,ともなう,45,0.00239%,81.043%
5040,スクウェア,45,0.00239%,81.045%
5041,パラダイス,45,0.00239%,81.047%
5042,志向,45,0.00239%,81.050%
5043,あらわす,45,0.00239%,81.052%
5044,放出,45,0.00239%,81.054%
5045,望遠鏡,45,0.00239%,81.057%
5046,立案,45,0.00239%,81.059%
5047,片方,45,0.00239%,81.062%
5048,リンカーン,45,0.00239%,81.064%
5049,肝炎,45,0.00239%,81.066%
5050,予防,45,0.00239%,81.069%
5051,プリント,45,0.00239%,81.071%
5052,ちゃう,45,0.00239%,81.074%
5053,深刻,45,0.00239%,81.076%
5054,虚,45,0.00239%,81.078%
5055,球宴,45,0.00239%,81.081%
5056,全編,45,0.00239%,81.083%
5057,失速,45,0.00239%,81.086%
5058,ハミルトン,45,0.00239%,81.088%
5059,する二次,45,0.00239%,81.090%
5060,スミス,45,0.00239%,81.093%
5061,竹元,45,0.00239%,81.095%
5062,ホビー,45,0.00239%,81.098%
5063,松田,45,0.00239%,81.100%
5064,火力,45,0.00239%,81.102%
5065,赤字,45,0.00239%,81.105%
5066,ワクチン,45,0.00239%,81.107%
5067,関係上,45,0.00239%,81.109%
5068,起源,45,0.00239%,81.112%
5069,突き放す,45,0.00239%,81.114%
5070,日本テレビ系,45,0.00239%,81.117%
5071,上り,45,0.00239%,81.119%
5072,原理,45,0.00239%,81.121%
5073,振る舞い,45,0.00239%,81.124%
5074,生産数,45,0.00239%,81.126%
5075,簡潔,45,0.00239%,81.129%
5076,有明,45,0.00239%,81.131%
5077,内戦,45,0.00239%,81.133%
5078,同誌,45,0.00239%,81.136%
5079,スピーカー,45,0.00239%,81.138%
5080,熱心,45,0.00239%,81.141%
5081,帰国,45,0.00239%,81.143%
5082,足りる,45,0.00239%,81.145%
5083,送受信,45,0.00239%,81.148%
5084,抗体,45,0.00239%,81.150%
5085,チャット,45,0.00239%,81.153%
5086,昨年,45,0.00239%,81.155%
5087,メイク,45,0.00239%,81.157%
5088,観戦,45,0.00239%,81.160%
5089,映画化,45,0.00239%,81.162%
5090,基地局,45,0.00239%,81.164%
5091,見出す,44,0.00234%,81.167%
5092,同人誌,44,0.00234%,81.169%
5093,サテライト,44,0.00234%,81.171%
5094,売り上げる,44,0.00234%,81.174%
5095,大塚,44,0.00234%,81.176%
5096,安倍,44,0.00234%,81.178%
5097,監修,44,0.00234%,81.181%
5098,契機,44,0.00234%,81.183%
5099,収益,44,0.00234%,81.185%
5100,大石,44,0.00234%,81.188%
5101,若者,44,0.00234%,81.190%
5102,遠隔,44,0.00234%,81.192%
5103,コロンビア,44,0.00234%,81.195%
5104,中森,44,0.00234%,81.197%
5105,週目,44,0.00234%,81.200%
5106,郭,44,0.00234%,81.202%
5107,エリック,44,0.00234%,81.204%
5108,活動中,44,0.00234%,81.207%
5109,響く,44,0.00234%,81.209%
5110,刑事,44,0.00234%,81.211%
5111,潮崎,44,0.00234%,81.214%
5112,歌合戦,44,0.00234%,81.216%
5113,告げる,44,0.00234%,81.218%
5114,強豪,44,0.00234%,81.221%
5115,幸,44,0.00234%,81.223%
5116,苦しむ,44,0.00234%,81.225%
5117,牝系,44,0.00234%,81.228%
5118,山根,44,0.00234%,81.230%
5119,各組,44,0.00234%,81.232%
5120,非公開,44,0.00234%,81.235%
5121,スペイン語,44,0.00234%,81.237%
5122,議長,44,0.00234%,81.239%
5123,ベンチマーク,44,0.00234%,81.242%
5124,尾崎,44,0.00234%,81.244%
5125,所在地,44,0.00234%,81.246%
5126,あがる,44,0.00234%,81.249%
5127,エイト,44,0.00234%,81.251%
5128,還元,44,0.00234%,81.253%
5129,コイン,44,0.00234%,81.256%
5130,混同,44,0.00234%,81.258%
5131,飯田,44,0.00234%,81.260%
5132,事務局,44,0.00234%,81.263%
5133,決議,44,0.00234%,81.265%
5134,遥か,44,0.00234%,81.267%
5135,ノルウェー,44,0.00234%,81.270%
5136,アルミ,44,0.00234%,81.272%
5137,老朽化,44,0.00234%,81.274%
5138,包む,44,0.00234%,81.277%
5139,受注,44,0.00234%,81.279%
5140,第三者,44,0.00234%,81.281%
5141,即座,44,0.00234%,81.284%
5142,題名,44,0.00234%,81.286%
5143,サイ,44,0.00234%,81.288%
5144,ペイ,44,0.00234%,81.291%
5145,マジック,44,0.00234%,81.293%
5146,ピッチ,44,0.00234%,81.295%
5147,挺,44,0.00234%,81.298%
5148,ぼる,44,0.00234%,81.300%
5149,送り込む,44,0.00234%,81.302%
5150,込む,44,0.00234%,81.305%
5151,幾度,44,0.00234%,81.307%
5152,テクニック,44,0.00234%,81.309%
5153,国々,44,0.00234%,81.312%
5154,バンダイ,44,0.00234%,81.314%
5155,体力,44,0.00234%,81.316%
5156,清,44,0.00234%,81.319%
5157,広範囲,44,0.00234%,81.321%
5158,専用機,44,0.00234%,81.323%
5159,明菜,44,0.00234%,81.326%
5160,バルブ,44,0.00234%,81.328%
5161,一枚,44,0.00234%,81.330%
5162,発明,44,0.00234%,81.333%
5163,発熱,44,0.00234%,81.335%
5164,国内外,44,0.00234%,81.337%
5165,本物,44,0.00234%,81.340%
5166,本田,44,0.00234%,81.342%
5167,柳田,44,0.00234%,81.344%
5168,創刊号,44,0.00234%,81.347%
5169,護,44,0.00234%,81.349%
5170,長谷川,44,0.00234%,81.351%
5171,積む,44,0.00234%,81.354%
5172,東南アジア,44,0.00234%,81.356%
5173,引き上げる,44,0.00234%,81.358%
5174,実用的,44,0.00234%,81.361%
5175,黒人,43,0.00228%,81.363%
5176,長所,43,0.00228%,81.365%
5177,しき,43,0.00228%,81.368%
5178,解放軍,43,0.00228%,81.370%
5179,海軍向け,43,0.00228%,81.372%
5180,送りバント,43,0.00228%,81.374%
5181,なる後,43,0.00228%,81.377%
5182,原作者,43,0.00228%,81.379%
5183,空白,43,0.00228%,81.381%
5184,比,43,0.00228%,81.384%
5185,着信,43,0.00228%,81.386%
5186,地図,43,0.00228%,81.388%
5187,くじ,43,0.00228%,81.390%
5188,メンバ,43,0.00228%,81.393%
5189,私立,43,0.00228%,81.395%
5190,中部,43,0.00228%,81.397%
5191,野外,43,0.00228%,81.400%
5192,管理人,43,0.00228%,81.402%
5193,点目,43,0.00228%,81.404%
5194,社会党,43,0.00228%,81.406%
5195,核弾頭,43,0.00228%,81.409%
5196,ポケット,43,0.00228%,81.411%
5197,日テレ,43,0.00228%,81.413%
5198,ダン,43,0.00228%,81.416%
5199,最速,43,0.00228%,81.418%
5200,パイプライン,43,0.00228%,81.420%
5201,劣化,43,0.00228%,81.422%
5202,護衛艦,43,0.00228%,81.425%
5203,経歴,43,0.00228%,81.427%
5204,雪,43,0.00228%,81.429%
5205,治,43,0.00228%,81.432%
5206,卒業後,43,0.00228%,81.434%
5207,改装,43,0.00228%,81.436%
5208,ライダー,43,0.00228%,81.438%
5209,番街,43,0.00228%,81.441%
5210,朴,43,0.00228%,81.443%
5211,小川,43,0.00228%,81.445%
5212,メタ,43,0.00228%,81.448%
5213,実行時,43,0.00228%,81.450%
5214,テン,43,0.00228%,81.452%
5215,めぐる,43,0.00228%,81.454%
5216,設計者,43,0.00228%,81.457%
5217,創作,43,0.00228%,81.459%
5218,スケール,43,0.00228%,81.461%
5219,部分的,43,0.00228%,81.464%
5220,どしんじん,43,0.00228%,81.466%
5221,自殺,43,0.00228%,81.468%
5222,自称,43,0.00228%,81.470%
5223,思える,43,0.00228%,81.473%
5224,ソナタ,43,0.00228%,81.475%
5225,細菌,43,0.00228%,81.477%
5226,最新版,43,0.00228%,81.480%
5227,読み出し,43,0.00228%,81.482%
5228,イチロー,43,0.00228%,81.484%
5229,原題,43,0.00228%,81.486%
5230,リテラル,43,0.00228%,81.489%
5231,横浜市,43,0.00228%,81.491%
5232,逃げ切る,43,0.00228%,81.493%
5233,便,43,0.00228%,81.496%
5234,背,43,0.00228%,81.498%
5235,銃弾,43,0.00228%,81.500%
5236,レス,43,0.00228%,81.502%
5237,合弁,43,0.00228%,81.505%
5238,管轄,43,0.00228%,81.507%
5239,ターン,43,0.00228%,81.509%
5240,エレクトリック,43,0.00228%,81.512%
5241,代表作,43,0.00228%,81.514%
5242,ニッポン放送,43,0.00228%,81.516%
5243,委員,43,0.00228%,81.518%
5244,だす,43,0.00228%,81.521%
5245,侵害,43,0.00228%,81.523%
5246,田淵,43,0.00228%,81.525%
5247,解禁,43,0.00228%,81.528%
5248,問題視,43,0.00228%,81.530%
5249,快挙,43,0.00228%,81.532%
5250,ぶる,43,0.00228%,81.534%
5251,ピッチング,43,0.00228%,81.537%
5252,別冊,43,0.00228%,81.539%
5253,救出,43,0.00228%,81.541%
5254,ばん,43,0.00228%,81.544%
5255,挨拶,43,0.00228%,81.546%
5256,インフルエンザ,43,0.00228%,81.548%
5257,過剰,43,0.00228%,81.550%
5258,ユーゴスラビア,43,0.00228%,81.553%
5259,稼働,43,0.00228%,81.555%
5260,格好,43,0.00228%,81.557%
5261,本当,43,0.00228%,81.559%
5262,クリーブランド,43,0.00228%,81.562%
5263,省く,43,0.00228%,81.564%
5264,フォト,43,0.00228%,81.566%
5265,総裁,43,0.00228%,81.569%
5266,書類,43,0.00228%,81.571%
5267,やり取り,43,0.00228%,81.573%
5268,寸法,43,0.00228%,81.575%
5269,ステッカー,43,0.00228%,81.578%
5270,就く,43,0.00228%,81.580%
5271,市原,43,0.00228%,81.582%
5272,隣接,43,0.00228%,81.585%
5273,アシスタント,43,0.00228%,81.587%
5274,ナポレオン,43,0.00228%,81.589%
5275,税込,43,0.00228%,81.591%
5276,一見,43,0.00228%,81.594%
5277,決勝決勝,43,0.00228%,81.596%
5278,一面,43,0.00228%,81.598%
5279,物体,43,0.00228%,81.601%
5280,良,42,0.00223%,81.603%
5281,集積,42,0.00223%,81.605%
5282,グルテン,42,0.00223%,81.607%
5283,多種,42,0.00223%,81.610%
5284,死者,42,0.00223%,81.612%
5285,大友,42,0.00223%,81.614%
5286,キロ,42,0.00223%,81.616%
5287,ガード,42,0.00223%,81.618%
5288,ダイジェスト,42,0.00223%,81.621%
5289,冬季,42,0.00223%,81.623%
5290,中東,42,0.00223%,81.625%
5291,鳥,42,0.00223%,81.627%
5292,販売店,42,0.00223%,81.630%
5293,境,42,0.00223%,81.632%
